209,26,5,17
2996,11726,5232,36
16198,3694,18290,19619
894,14716,796,7398
25179,16785,20609,15847
8407,479,17401,1828
17935,18938,1563,12112
11657,7258,20263,24493
569,22495,4988,15133
12758,23331,10924,18743
2331,2100,4574,282
20051,25114,24291,14423
15973,18731,3439,23409
6925,26721,3830,20508
6391,68,17292,5607
24455,309,20100,14635
2848,12359,860,17069
26570,2693,16292,5760
23363,24066,4623,3531
23364,9966,13360,10028
